Email,Issue_Type,Mobile_Number,Description,Priority,Laptop_Brand,Laptop_Model,Issue_Severity,Previous_Repairs,Repair_Time
user3309@example.com,Motherboard and CPU issues,0449110160,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,6
user3839@example.com,Memory(RAM) problems,7629017411,Battery not charging,No,HP,Pavilion,Major,Yes,9
user4038@example.com,Memory(RAM) problems,2111026551,Battery not charging,No,HP,Pavilion,Major,Yes,3
user7978@test.com,Memory(RAM) problems,7275700500,Battery not charging,No,HP,Pavilion,Major,Yes,10
user7210@test.com,Memory(RAM) problems,1280584351,Battery not charging,No,HP,Pavilion,Major,Yes,12
user6578@test.com,Memory(RAM) problems,3882241293,Battery not charging,No,HP,Pavilion,Major,Yes,5
user8870@email.com,Memory(RAM) problems,2986247255,Battery not charging,No,HP,Pavilion,Major,Yes,15
user4647@example.com,Memory(RAM) problems,6263079605,Battery not charging,No,HP,Pavilion,Major,Yes,4
user3497@test.com,Power Supply Unit and Power Issues,3169412642,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,15
user8026@test.com,Memory(RAM) problems,6830740414,Battery not charging,No,HP,Pavilion,Major,Yes,5
user8996@email.com,Memory(RAM) problems,1049554916,Battery not charging,No,HP,Pavilion,Major,Yes,11
user9791@test.com,Motherboard and CPU issues,6341301703,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,3
user6479@test.com,Storage Device Problems,1018449924,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,6
user4555@test.com,Memory(RAM) problems,8176678114,Battery not charging,No,HP,Pavilion,Major,Yes,10
user8542@test.com,Memory(RAM) problems,1957007417,Battery not charging,No,HP,Pavilion,Major,Yes,14
user9231@email.com,Memory(RAM) problems,9752054377,Battery not charging,No,HP,Pavilion,Major,Yes,15
user2646@email.com,Motherboard and CPU issues,8379212701,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,9
user4028@test.com,Memory(RAM) problems,0383411750,Battery not charging,No,HP,Pavilion,Major,Yes,11
user5397@email.com,Storage Device Problems,0374826352,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,5
user4635@email.com,Power Supply Unit and Power Issues,2065196317,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user7943@test.com,Motherboard and CPU issues,6859827989,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,8
user6484@test.com,Motherboard and CPU issues,1847932613,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user3371@test.com,Power Supply Unit and Power Issues,5086881094,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,8
user6048@example.com,Memory(RAM) problems,8073728223,Battery not charging,No,HP,Pavilion,Major,Yes,11
user1868@test.com,Power Supply Unit and Power Issues,8629273551,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user9214@example.com,Memory(RAM) problems,8025070217,Battery not charging,No,HP,Pavilion,Major,Yes,2
user4788@test.com,Motherboard and CPU issues,0191101223,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,1
user6198@example.com,Power Supply Unit and Power Issues,8512066150,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,5
user3128@example.com,Memory(RAM) problems,4456887091,Battery not charging,No,HP,Pavilion,Major,Yes,6
user6823@test.com,Memory(RAM) problems,8168756581,Battery not charging,No,HP,Pavilion,Major,Yes,7
user8621@email.com,Power Supply Unit and Power Issues,6555212669,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,2
user3547@example.com,Power Supply Unit and Power Issues,3903322896,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user1974@test.com,Memory(RAM) problems,4069147109,Battery not charging,No,HP,Pavilion,Major,Yes,3
user5334@example.com,Motherboard and CPU issues,8685600793,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,12
user7801@email.com,Motherboard and CPU issues,0665536677,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,5
user7477@example.com,Motherboard and CPU issues,2184977864,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,4
user1049@test.com,Graphics card and Display issues,8557329224,,Yes,Apple,MacBook Air,Minor,No,10
user2315@email.com,Storage Device Problems,3060467585,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,15
user3743@email.com,Memory(RAM) problems,5919170121,Battery not charging,No,HP,Pavilion,Major,Yes,12
user2594@test.com,Power Supply Unit and Power Issues,5643362693,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user6050@email.com,Memory(RAM) problems,8093554472,Battery not charging,No,HP,Pavilion,Major,Yes,2
user7807@email.com,Power Supply Unit and Power Issues,1417930001,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user1623@email.com,Memory(RAM) problems,0930218347,Battery not charging,No,HP,Pavilion,Major,Yes,1
user9902@test.com,Memory(RAM) problems,0498005121,Battery not charging,No,HP,Pavilion,Major,Yes,15
user2801@example.com,Memory(RAM) problems,2430845131,Battery not charging,No,HP,Pavilion,Major,Yes,10
user6933@example.com,Motherboard and CPU issues,9392863394,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,10
user9502@email.com,Power Supply Unit and Power Issues,4212951085,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user3906@email.com,Memory(RAM) problems,6583477530,Battery not charging,No,HP,Pavilion,Major,Yes,2
user4600@example.com,Memory(RAM) problems,0270687700,Battery not charging,No,HP,Pavilion,Major,Yes,2
user4918@example.com,Motherboard and CPU issues,8059512050,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,4
user4630@email.com,Power Supply Unit and Power Issues,4115397383,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user3339@example.com,Motherboard and CPU issues,7167085483,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,2
user2462@email.com,Memory(RAM) problems,4287978139,Battery not charging,No,HP,Pavilion,Major,Yes,7
user6708@test.com,Motherboard and CPU issues,2197733671,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,6
user3399@example.com,Motherboard and CPU issues,2118288789,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,7
user9863@test.com,Memory(RAM) problems,0025074163,Battery not charging,No,HP,Pavilion,Major,Yes,11
user6172@email.com,Motherboard and CPU issues,0336537070,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,9
user2098@example.com,Motherboard and CPU issues,9940823194,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user7679@email.com,Power Supply Unit and Power Issues,0745209647,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,14
user4572@test.com,Memory(RAM) problems,4995950110,Battery not charging,No,HP,Pavilion,Major,Yes,12
user7348@test.com,Memory(RAM) problems,6611608629,Battery not charging,No,HP,Pavilion,Major,Yes,2
user6497@example.com,Memory(RAM) problems,9054456674,Battery not charging,No,HP,Pavilion,Major,Yes,12
user6483@email.com,Storage Device Problems,6371196219,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,11
user8725@example.com,Memory(RAM) problems,2425913091,Battery not charging,No,HP,Pavilion,Major,Yes,11
user5476@example.com,Memory(RAM) problems,5499390641,Battery not charging,No,HP,Pavilion,Major,Yes,13
user1046@example.com,Motherboard and CPU issues,2232475660,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,7
user3711@email.com,Storage Device Problems,6184124838,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,9
user5532@example.com,Memory(RAM) problems,8016440110,Battery not charging,No,HP,Pavilion,Major,Yes,13
user3482@email.com,Memory(RAM) problems,5260199051,Battery not charging,No,HP,Pavilion,Major,Yes,10
user2277@example.com,Power Supply Unit and Power Issues,0510166755,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,11
user5517@test.com,Memory(RAM) problems,9088574740,Battery not charging,No,HP,Pavilion,Major,Yes,7
user9056@email.com,Storage Device Problems,2889040771,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,7
user8996@example.com,Memory(RAM) problems,0635205933,Battery not charging,No,HP,Pavilion,Major,Yes,9
user4211@email.com,Memory(RAM) problems,7033852173,Battery not charging,No,HP,Pavilion,Major,Yes,7
user5531@test.com,Power Supply Unit and Power Issues,9875541043,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,11
user3779@test.com,Memory(RAM) problems,4649717006,Battery not charging,No,HP,Pavilion,Major,Yes,10
user3559@example.com,Motherboard and CPU issues,0879517274,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user8291@email.com,Power Supply Unit and Power Issues,0284717598,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,11
user1804@email.com,Motherboard and CPU issues,5042447034,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,10
user7678@test.com,Power Supply Unit and Power Issues,9694986668,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user5814@example.com,Graphics card and Display issues,2050201638,,Yes,Apple,MacBook Air,Minor,No,12
user8613@test.com,Memory(RAM) problems,1480953217,Battery not charging,No,HP,Pavilion,Major,Yes,9
user1574@email.com,Power Supply Unit and Power Issues,0963838204,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,11
user3344@email.com,Graphics card and Display issues,1899238372,,Yes,Apple,MacBook Air,Minor,No,8
user2533@email.com,Motherboard and CPU issues,1792537566,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,8
user3801@example.com,Memory(RAM) problems,8659176985,Battery not charging,No,HP,Pavilion,Major,Yes,9
user5168@example.com,Power Supply Unit and Power Issues,4515373734,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user3165@email.com,Motherboard and CPU issues,0468873823,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user1464@example.com,Power Supply Unit and Power Issues,7453454551,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user9151@test.com,Power Supply Unit and Power Issues,6132117774,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,4
user5181@email.com,Graphics card and Display issues,5255936172,,Yes,Apple,MacBook Air,Minor,No,2
user4170@test.com,Graphics card and Display issues,6567173990,,Yes,Apple,MacBook Air,Minor,No,4
